zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
31057,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31059,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30599,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30597,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30047,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30045,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31313,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31319,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31106,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31107,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30515,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30510,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30511,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30518,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31150,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30499,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30121,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30120,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30123,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30122,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30125,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30124,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30127,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30126,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30129,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31294,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31295,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31296,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31297,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30901,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30909,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31649,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31648,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31645,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31642,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31641,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30318,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30319,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30413,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30412,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30414,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30417,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30384,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31211,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31213,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31216,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31217,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31310,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30602,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30603,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30608,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30609,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31556,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30177,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30170,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30378,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30370,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30371,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30374,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30375,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30377,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31021,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31026,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31024,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30033,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30032,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30031,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30030,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30037,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30036,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30035,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30034,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30038,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30238,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30234,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30237,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30236,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31720,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31727,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30683,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31141,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30529,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30528,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30525,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30520,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31698,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31816,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31811,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30178,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30175,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30172,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30173,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30442,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30441,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31791,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31793,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31795,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31794,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31221,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31917,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31914,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30639,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30341,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30340,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30343,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30342,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30345,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30346,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30349,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30348,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31711,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31999,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31998,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31993,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31997,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31995,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
39859,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31501,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31502,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31503,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31070,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31072,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31075,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31076,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30171,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31333,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31331,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31156,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30260,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30266,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30264,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30265,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30269,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31131,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30747,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30180,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30828,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30573,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30396,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30394,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30392,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30398,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31627,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31622,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30806,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30807,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30802,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30052,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30106,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30103,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30666,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30665,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30662,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30316,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30317,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30314,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30315,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30312,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30313,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30310,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30311,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30439,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30438,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30436,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30293,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30292,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30291,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30297,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30296,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30294,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30298,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31749,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31533,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31537,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31041,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31040,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31042,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31045,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31044,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31046,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31049,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30581,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30058,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30056,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30217,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
39901,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30503,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30501,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30507,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31831,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30096,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30154,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30150,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30153,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31096,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31097,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31092,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30464,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30460,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31209,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31208,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31207,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31206,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31205,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31204,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31203,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31202,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31201,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30612,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30619,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31564,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30369,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30368,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30366,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30363,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30362,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30361,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30360,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31018,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31019,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31016,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31014,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31011,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30006,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30002,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30009,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31735,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31733,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31193,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31192,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31196,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31195,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
39870,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
39877,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30752,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31139,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30088,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30086,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30084,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30085,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30083,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30080,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30081,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31119,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31804,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31807,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
31803,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30168,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30165,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30164,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30161,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30163,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30162,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30552,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30554,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30557,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30824,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30820,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30823,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30459,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30458,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30456,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
30451,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0973019387799,0.0602610157338,0.120017716791
