$	CD	1.0
''	-NONE-	0.027777777777777776
''	</s>	0.3888888888888889
''	CC	0.08333333333333333
''	DT	0.027777777777777776
''	IN	0.1111111111111111
''	NN	0.027777777777777776
''	NNP	0.027777777777777776
''	PRP	0.05555555555555555
''	RB	0.027777777777777776
''	TO	0.027777777777777776
''	VBD	0.08333333333333333
''	VBZ	0.1111111111111111
,	''	0.05128205128205128
,	-NONE-	0.03418803418803419
,	CC	0.0811965811965812
,	CD	0.01282051282051282
,	DT	0.1452991452991453
,	EX	0.008547008547008548
,	IN	0.07264957264957266
,	JJ	0.04700854700854701
,	NN	0.05982905982905983
,	NNP	0.17094017094017094
,	NNPS	0.004273504273504274
,	NNS	0.021367521367521368
,	PRP	0.03418803418803419
,	PRP$	0.004273504273504274
,	RB	0.021367521367521368
,	VBD	0.08974358974358974
,	VBG	0.008547008547008548
,	VBN	0.021367521367521368
,	VBP	0.01282051282051282
,	VBZ	0.008547008547008548
,	WDT	0.04700854700854701
,	WP	0.021367521367521368
,	WRB	0.008547008547008548
,	``	0.01282051282051282
-LRB-	DT	1.0
-NONE-	,	0.05278592375366569
-NONE-	-NONE-	0.05278592375366569
-NONE-	.	0.06744868035190615
-NONE-	:	0.005865102639296188
-NONE-	CC	0.008797653958944282
-NONE-	DT	0.06158357771260997
-NONE-	EX	0.002932551319648094
-NONE-	IN	0.15835777126099707
-NONE-	JJ	0.011730205278592375
-NONE-	MD	0.02346041055718475
-NONE-	NNP	0.04398826979472141
-NONE-	NNS	0.005865102639296188
-NONE-	PRP	0.06451612903225806
-NONE-	PRP$	0.008797653958944282
-NONE-	RB	0.01466275659824047
-NONE-	RBR	0.002932551319648094
-NONE-	TO	0.17302052785923755
-NONE-	VB	0.002932551319648094
-NONE-	VBD	0.02346041055718475
-NONE-	VBG	0.10263929618768329
-NONE-	VBN	0.008797653958944282
-NONE-	VBP	0.03812316715542522
-NONE-	VBZ	0.05571847507331378
-NONE-	``	0.008797653958944282
-RRB-	IN	1.0
.	''	0.07106598984771574
.	</s>	0.9289340101522843
:	-NONE-	0.125
:	</s>	0.125
:	CC	0.125
:	DT	0.125
:	IN	0.125
:	JJ	0.0625
:	NN	0.0625
:	NNS	0.0625
:	WP	0.0625
:	``	0.125
<s>	-NONE-	0.01507537688442211
<s>	CC	0.06030150753768844
<s>	DT	0.2663316582914573
<s>	EX	0.005025125628140704
<s>	IN	0.1306532663316583
<s>	JJ	0.04020100502512563
<s>	JJR	0.005025125628140704
<s>	NN	0.04020100502512563
<s>	NNP	0.22110552763819097
<s>	NNPS	0.005025125628140704
<s>	NNS	0.04020100502512563
<s>	PRP	0.06030150753768844
<s>	RB	0.01507537688442211
<s>	VBN	0.005025125628140704
<s>	VBZ	0.005025125628140704
<s>	WP	0.005025125628140704
<s>	WRB	0.01507537688442211
<s>	``	0.06532663316582915
CC	$	0.008695652173913044
CC	-NONE-	0.043478260869565216
CC	CD	0.017391304347826087
CC	DT	0.10434782608695652
CC	IN	0.043478260869565216
CC	JJ	0.08695652173913043
CC	JJR	0.008695652173913044
CC	NN	0.12173913043478261
CC	NNP	0.2782608695652174
CC	NNS	0.10434782608695652
CC	PRP	0.034782608695652174
CC	PRP$	0.017391304347826087
CC	RB	0.02608695652173913
CC	VB	0.02608695652173913
CC	VBD	0.034782608695652174
CC	VBG	0.008695652173913044
CC	VBP	0.008695652173913044
CC	VBZ	0.008695652173913044
CC	WP	0.008695652173913044
CC	WRB	0.008695652173913044
CD	''	0.006622516556291391
CD	,	0.033112582781456956
CD	-NONE-	0.12582781456953643
CD	.	0.152317880794702
CD	:	0.006622516556291391
CD	CC	0.019867549668874173
CD	CD	0.2185430463576159
CD	IN	0.052980132450331126
CD	JJ	0.019867549668874173
CD	JJS	0.006622516556291391
CD	NN	0.0728476821192053
CD	NNP	0.019867549668874173
CD	NNS	0.13245033112582782
CD	TO	0.11258278145695365
CD	VBG	0.006622516556291391
CD	VBZ	0.006622516556291391
CD	WRB	0.006622516556291391
DT	$	0.0023148148148148147
DT	,	0.0023148148148148147
DT	-NONE-	0.0023148148148148147
DT	CD	0.013888888888888888
DT	IN	0.009259259259259259
DT	JJ	0.14814814814814814
DT	JJR	0.004629629629629629
DT	JJS	0.009259259259259259
DT	NN	0.5185185185185185
DT	NNP	0.1597222222222222
DT	NNPS	0.006944444444444444
DT	NNS	0.09259259259259259
DT	RB	0.0023148148148148147
DT	RBR	0.0023148148148148147
DT	RBS	0.0023148148148148147
DT	VBG	0.006944444444444444
DT	VBN	0.006944444444444444
DT	VBP	0.0023148148148148147
DT	``	0.006944444444444444
EX	MD	0.2
EX	RB	0.2
EX	VBZ	0.6
IN	$	0.026168224299065422
IN	-NONE-	0.03364485981308411
IN	CD	0.06355140186915888
IN	DT	0.30654205607476637
IN	IN	0.018691588785046728
IN	JJ	0.11962616822429907
IN	JJS	0.005607476635514018
IN	NN	0.102803738317757
IN	NNP	0.14953271028037382
IN	NNPS	0.009345794392523364
IN	NNS	0.07102803738317758
IN	PRP	0.024299065420560748
IN	PRP$	0.03364485981308411
IN	RB	0.005607476635514018
IN	RBR	0.001869158878504673
IN	TO	0.001869158878504673
IN	VBG	0.001869158878504673
IN	VBZ	0.001869158878504673
IN	WDT	0.009345794392523364
IN	WP	0.001869158878504673
IN	WRB	0.001869158878504673
IN	``	0.009345794392523364
JJ	''	0.0033003300330033004
JJ	,	0.013201320132013201
JJ	-NONE-	0.0165016501650165
JJ	.	0.026402640264026403
JJ	CC	0.013201320132013201
JJ	CD	0.009900990099009901
JJ	IN	0.056105610561056105
JJ	JJ	0.04950495049504951
JJ	JJS	0.0033003300330033004
JJ	NN	0.44554455445544555
JJ	NNP	0.0429042904290429
JJ	NNS	0.3069306930693069
JJ	PRP	0.0033003300330033004
JJ	TO	0.009900990099009901
JJR	,	0.1
JJR	.	0.1
JJR	DT	0.1
JJR	IN	0.3
JJR	JJ	0.2
JJR	NN	0.1
JJR	NNP	0.1
JJS	CD	0.1111111111111111
JJS	DT	0.1111111111111111
JJS	JJ	0.1111111111111111
JJS	NN	0.4444444444444444
JJS	NNP	0.1111111111111111
JJS	NNS	0.1111111111111111
MD	RB	0.30434782608695654
MD	VB	0.6956521739130435
NN	''	0.006069802731411229
NN	,	0.1047040971168437
NN	-NONE-	0.04704097116843703
NN	.	0.09711684370257967
NN	:	0.007587253414264037
NN	CC	0.03490136570561457
NN	CD	0.007587253414264037
NN	IN	0.26707132018209406
NN	JJ	0.010622154779969651
NN	MD	0.012139605462822459
NN	NN	0.11380880121396054
NN	NNP	0.009104704097116844
NN	NNS	0.07283763277693475
NN	POS	0.018209408194233688
NN	RB	0.015174506828528073
NN	TO	0.013657056145675266
NN	VB	0.0030349013657056147
NN	VBD	0.051593323216995446
NN	VBG	0.015174506828528073
NN	VBN	0.013657056145675266
NN	VBP	0.0030349013657056147
NN	VBZ	0.04704097116843703
NN	WDT	0.013657056145675266
NN	WP	0.007587253414264037
NN	WRB	0.0030349013657056147
NN	``	0.004552352048558422
NNP	,	0.16390423572744015
NNP	-NONE-	0.0055248618784530384
NNP	.	0.04604051565377532
NNP	:	0.001841620626151013
NNP	CC	0.04419889502762431
NNP	CD	0.009208103130755065
NNP	IN	0.05156537753222836
NNP	JJ	0.011049723756906077
NNP	MD	0.011049723756906077
NNP	NN	0.06077348066298342
NNP	NNP	0.3683241252302026
