$	0.003304571323664402
''	0.006792729943087938
,	0.04314301450339637
-LRB-	0.00036717459151826694
-NONE-	0.06278685514962365
-RRB-	0.00036717459151826694
.	0.03635028456030843
:	0.003120984027905269
<s>	0.03671745915182669
CC	0.021296126308059483
CD	0.027905268955388286
DT	0.0794932990637048
EX	0.0011015237745548008
IN	0.09840279052689554
JJ	0.05581053791077657
JJR	0.002019460253350468
JJS	0.0018358729575913347
MD	0.008628602900679273
NN	0.12116761520102809
NNP	0.09987148889296861
NNPS	0.005507618872774004
NNS	0.06186891867082798
PDT	0.00036717459151826694
POS	0.00954653937947494
PRP	0.016155682026803744
PRP$	0.006425555351569671
RB	0.02019460253350468
RBR	0.0012851110703139342
RBS	0.00036717459151826694
RP	0.0018358729575913347
SYM	0.00036717459151826694
TO	0.02074536442078208
VB	0.023131999265650818
VBD	0.03231136405360749
VBG	0.013585459886175877
VBN	0.019643840646227283
VBP	0.01689003120984028
VBZ	0.018358729575913346
WDT	0.006241968055810538
WP	0.004589682393978336
WP$	0.00036717459151826694
WRB	0.002753809436387002
``	0.006976317238847072
